Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Connor McMichael,20222023,WSH,L,C,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,8:52,66.7
Jackson LaCombe,20222023,ANA,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,18:29,--
Vladislav Kolyachonok,20222023,ARI,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13:46,--
Maxence Guenette,20222023,OTT,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,8:47,--
Tyce Thompson,20222023,NJD,R,R,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,8:39,--
Brock Faber,20222023,MIN,R,D,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,20:04,--
Jamie Drysdale,20222023,ANA,R,D,8,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,8,0,17:37,--
Jean-Luc Foudy,20222023,COL,R,C,9,0,0,0,-3,6,0,0,0,0,0,0,0,0,0,12,0,10:02,0
Will Cuylle,20222023,NYR,L,L,4,0,0,0,-2,10,0,0,0,0,0,0,0,0,0,1,0,6:58,0
Tristen Robins,20222023,SJS,R,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,13:43,43.3
Adam Raska,20222023,SJS,R,R,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11:55,0
William Dufour,20222023,NYI,R,R,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,--,6:48,0
Callahan Burke,20222023,COL,R,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,8:49,33.3
Samuel Knazko,20222023,CBJ,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,15:39,--
Elliot Desnoyers,20222023,PHI,L,L,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,13:22,36.4
Matthew Kessel,20222023,STL,R,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,15:10,--
Josh Dunne,20222023,CBJ,L,C,8,0,0,0,-6,6,0,0,0,0,0,0,0,0,0,4,0,9:58,51
Alex Steeves,20222023,TOR,L,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,3,0,7:51,--
Mike Hardman,20222023,CHI,L,L,8,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,7,0,10:10,60
Jackson Cates,20222023,PHI,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8:59,47.4
Matt Coronato,20222023,CGY,R,R,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,14:38,--
Oskar Olausson,20222023,COL,L,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,7:02,--
Marc McLaughlin,20222023,BOS,R,C,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,3,0,10:04,54.6
Owen Beck,20222023,MTL,R,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,9:48,33.3
David Jiricek,20222023,CBJ,R,D,4,0,0,0,-4,2,0,0,0,0,0,0,0,0,0,5,0,18:04,--
Marco Kasper,20222023,DET,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14:59,12.5
Anton Levtchi,20222023,FLA,L,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9:35,0
