Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Corey Schueneman,20222023,MTL,L,D,7,0,1,1,1,0,0.14,0,1,0,0,0,0,0,0,8,0,14:42,--
Alex Vlasic,20222023,CHI,L,D,6,0,1,1,-1,0,0.17,0,1,0,0,0,0,0,0,4,0,19:38,--
Ville Heinola,20222023,WPG,L,D,10,0,1,1,-5,2,0.1,0,1,0,0,0,0,0,0,5,0,13:16,--
Sam Poulin,20222023,PIT,L,R,3,0,1,1,-3,2,0.33,0,0,0,1,0,0,0,0,2,0,9:58,47.1
Tobias Bjornfot,20222023,LAK,L,D,10,0,1,1,1,6,0.1,0,1,0,0,0,0,0,0,10,0,14:17,--
Jordan Spence,20222023,LAK,R,D,6,0,1,1,1,0,0.17,0,1,0,0,0,0,0,0,6,0,14:00,--
Marco Rossi,20222023,MIN,L,C,19,0,1,1,-7,8,0.05,0,1,0,0,0,0,0,0,13,0,12:31,47.3
Justin Richards,20222023,CBJ,R,C,2,0,1,1,-1,0,0.5,0,1,0,0,0,0,0,0,0,--,10:48,38.5
Bobby McMann,20222023,TOR,L,C,10,0,1,1,-2,2,0.1,0,1,0,0,0,0,0,0,18,0,10:34,50
Billy Sweezey,20222023,CBJ,R,D,9,0,1,1,-3,9,0.11,0,1,0,0,0,0,0,0,3,0,17:07,--
Mikael Pyyhtia,20222023,CBJ,L,L,2,0,1,1,-2,2,0.5,0,0,0,1,0,0,0,0,2,0,13:32,--
Stanislav Svozil,20222023,CBJ,L,D,2,0,1,1,-3,2,0.5,0,0,0,1,0,0,0,0,3,0,20:07,--
Matthew Knies,20222023,TOR,L,L,3,0,1,1,1,2,0.33,0,1,0,0,0,0,0,0,4,0,13:07,--
Vincent Iorio,20222023,WSH,R,D,3,0,1,1,0,0,0.33,0,1,0,0,0,0,0,0,3,0,14:21,--
Jake Livingstone,20222023,NSH,R,D,5,0,1,1,-2,2,0.2,0,1,0,0,0,0,0,0,3,0,15:27,--
Darren Helm,20222023,COL,L,C,11,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,10,0,9:00,41.9
Anton Stralman,20222023,BOS,R,D,8,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,3,0,15:22,--
Brad Malone,20222023,EDM,L,C,10,0,0,0,-4,6,0,0,0,0,0,0,0,0,0,7,0,7:41,57.8
Jason Demers,20222023,EDM,R,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,10:44,--
Mark Borowiecki,20222023,NSH,L,D,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,9:56,--
Riley Sheahan,20222023,BUF,L,C,2,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,0,--,8:19,70
Chris Wagner,20222023,BOS,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,12:36,25
Taylor Fedun,20222023,PIT,R,D,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11:04,--
Steven Fogarty,20222023,MIN,R,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,10:19,50
Alex Galchenyuk,20222023,COL,L,C,11,0,0,0,-8,4,0,0,0,0,0,0,0,0,0,8,0,7:06,57.1
Charles Hudon,20222023,COL,L,L,9,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,18,0,10:47,55.6
Connor Brown,20222023,WSH,R,R,4,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,2,0,16:46,40
Anton Blidh,20222023,COL,L,L,14,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,9,0,6:35,25
Gustav Olofsson,20222023,SEA,L,D,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,12:56,--
Dillon Heatherington,20222023,OTT,L,D,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,9:16,--
Jean-Sebastien Dea,20222023,ARI,R,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,9:27,33.3
Dakota Mermis,20222023,MIN,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,14:28,--
Roland McKeown,20222023,NSH,R,D,6,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,0,12:59,--
Justin Kirkland,20222023,ANA,L,C,7,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,7:13,66.7
Max Willman,20222023,PHI,L,C,9,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,9,0,8:58,0
CJ Suess,20222023,SJS,L,L,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,--,5:50,0
Dysin Mayo,20222023,ARI,R,D,15,0,0,0,-8,8,0,0,0,0,0,0,0,0,0,7,0,11:42,--
Rourke Chartier,20222023,OTT,L,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10:20,57.6
Ondrej Kase,20222023,CAR,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,11:02,0
Matthew Highmore,20222023,STL,L,C,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,10:45,--
Bokondji Imama,20222023,ARI,L,L,5,0,0,0,-2,5,0,0,0,0,0,0,0,0,0,0,--,7:29,--
Hayden Hodgson,20222023,PHI,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,4:46,--
Cole Bardreau,20222023,NYI,R,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,--,6:37,--
Nikita Soshnikov,20222023,NYI,L,R,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,4,0,9:56,0
Glenn Gawdin,20222023,ANA,R,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,9:36,36.4
Noah Juulsen,20222023,VAN,R,D,12,0,0,0,1,6,0,0,0,0,0,0,0,0,0,5,0,14:58,--
Jacob Larsson,20222023,OTT,L,D,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,11:58,--
Dan Renouf,20222023,BOS,L,D,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,5,0,11:34,--
Maxime Lajoie,20222023,CAR,L,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7:51,--
Lucas Johansen,20222023,WSH,L,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12:40,--
Frederic Allard,20222023,MTL,R,D,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,13:51,--
Markus Niemelainen,20222023,EDM,L,D,23,0,0,0,3,4,0,0,0,0,0,0,0,0,0,16,0,10:02,--
Tyler Benson,20222023,EDM,L,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,6:17,--
Riley Tufte,20222023,DAL,L,L,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,7:57,--
Dennis Cholowski,20222023,NYI,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,12:47,--
Henrik Borgstrom,20222023,WSH,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:10,--
Jacob Moverare,20222023,LAK,L,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,6,0,14:58,--
Drake Caggiula,20222023,PIT,L,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,6:36,0
Fredrik Karlström,20222023,DAL,L,C,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,9:33,--
Lucas Carlsson,20222023,FLA,L,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,2,0,10:06,--
Matthew Phillips,20222023,CGY,R,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,9:02,--
Mikhail Maltsev,20222023,COL,L,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6:36,51.9
Jeremy Davies,20222023,BUF,L,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,8:33,--
Jeffrey Viel,20222023,SJS,L,L,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,9:10,--
Alex Barré-Boulet,20222023,TBL,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10:01,0
Vinni Lettieri,20222023,BOS,R,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,9:50,0
Jake Leschyshyn,20222023,"VGK,NYR",L,C,35,0,0,0,-10,8,0,0,0,0,0,0,0,0,0,31,0,9:08,50.6
Shane Bowers,20222023,COL,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1:46,0
Dmitri Samorukov,20222023,STL,L,D,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,14:53,--
Lias Andersson,20222023,LAK,L,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,8:37,--
