Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Riley Stillman,20222023,"VAN,BUF",L,D,50,1,7,8,-13,36,0.16,1,8,0,0,0,0,0,0,37,2.7,14:39,--
Jacob MacDonald,20222023,"COL,SJS",L,D,58,1,7,8,-14,23,0.14,1,7,0,1,0,0,0,0,75,1.3,12:02,--
Nikita Zaitsev,20222023,"OTT,CHI",R,D,46,1,7,8,-9,20,0.17,1,8,0,0,0,0,0,0,20,5,16:28,--
Ian Mitchell,20222023,CHI,R,D,35,1,7,8,-8,8,0.23,1,7,0,1,0,0,0,0,25,4,15:50,--
Gustav Lindstrom,20222023,DET,R,D,36,1,7,8,-16,20,0.22,1,8,0,0,0,0,0,0,18,5.6,14:10,--
Philip Broberg,20222023,EDM,L,D,46,1,7,8,6,2,0.17,1,8,0,0,0,0,0,0,32,3.1,12:36,--
Erik Johnson,20222023,COL,R,D,63,0,8,8,8,12,0.13,0,7,0,0,0,1,0,0,98,0,17:15,--
Josh Brown,20222023,ARI,R,D,68,4,3,7,-18,87,0.1,4,7,0,0,0,0,0,0,68,5.9,15:46,--
Jakub Lauko,20222023,BOS,L,C,23,4,3,7,2,11,0.3,4,7,0,0,0,0,0,1,17,23.5,8:52,0
Vasily Podkolzin,20222023,VAN,L,R,39,4,3,7,-5,9,0.18,4,7,0,0,0,0,0,0,41,9.8,11:50,43.8
Sam Carrick,20222023,ANA,R,C,52,3,4,7,-17,86,0.13,3,7,0,0,0,0,0,0,50,6,10:34,49.3
Jonah Gadjovich,20222023,SJS,L,L,35,3,4,7,-3,57,0.2,3,7,0,0,0,0,0,0,32,9.4,8:59,25
Filip Zadina,20222023,DET,L,R,30,3,4,7,-5,10,0.23,3,7,0,0,0,0,0,2,51,5.9,13:06,33.3
Karson Kuhlman,20222023,"SEA,WPG",R,C,47,3,4,7,-4,8,0.15,3,7,0,0,0,0,0,2,48,6.3,11:51,0
Nikita Alexandrov,20222023,STL,L,C,28,3,4,7,0,8,0.25,3,7,0,0,0,0,0,0,28,10.7,9:49,35.3
Jakob Pelletier,20222023,CGY,L,L,24,3,4,7,-5,2,0.29,1,4,2,3,0,0,0,1,48,6.3,14:11,25
Connor Mackey,20222023,"CGY,ARI",L,D,30,3,4,7,-4,48,0.23,3,7,0,0,0,0,0,0,31,9.7,14:03,--
Tyson Foerster,20222023,PHI,R,R,8,3,4,7,2,8,0.88,3,6,0,1,0,0,0,0,15,20,16:34,--
Robert Hagg,20222023,DET,L,D,38,2,5,7,-5,26,0.18,2,7,0,0,0,0,0,0,40,5,15:31,--
Cal Foote,20222023,"TBL,NSH",R,D,50,2,5,7,6,63,0.14,2,7,0,0,0,0,0,0,39,5.1,15:07,--
Cole Guttman,20222023,CHI,R,C,14,4,2,6,1,2,0.43,4,6,0,0,0,0,0,1,26,15.4,14:34,52.1
Reese Johnson,20222023,CHI,R,C,57,4,2,6,-15,38,0.11,4,6,0,0,0,0,0,1,54,7.4,11:01,53.1
Luke Glendening,20222023,DAL,R,C,70,3,3,6,-9,50,0.09,1,4,0,0,2,2,0,0,65,4.6,12:04,59.1
Lane Pederson,20222023,"VAN,CBJ",R,C,27,3,3,6,-1,26,0.22,3,6,0,0,0,0,0,0,27,11.1,11:56,51.3
Alex Goligoski,20222023,MIN,L,D,46,2,4,6,-9,16,0.13,2,5,0,1,0,0,1,2,63,3.2,17:40,--
Logan Brown,20222023,STL,L,C,30,2,4,6,-4,8,0.2,2,6,0,0,0,0,0,0,18,11.1,10:24,34.5
Daniil Miromanov,20222023,VGK,R,D,14,2,4,6,-6,2,0.43,1,3,1,3,0,0,0,0,22,9.1,17:02,--
Jakub Voracek,20222023,CBJ,L,R,11,1,5,6,-7,0,0.55,0,5,1,1,0,0,0,0,17,5.9,15:58,33.3
Kurtis MacDermid,20222023,COL,L,D,44,1,5,6,-1,55,0.14,1,6,0,0,0,0,0,1,20,5,8:20,0
Ben Harpur,20222023,NYR,L,D,42,1,5,6,0,20,0.14,1,6,0,0,0,0,0,0,34,2.9,14:04,--
Niko Mikkola,20222023,"STL,NYR",L,D,81,1,5,6,6,58,0.07,1,6,0,0,0,0,0,0,62,1.6,17:26,--
Jake Bean,20222023,CBJ,L,D,14,1,5,6,-2,6,0.43,1,5,0,1,0,0,0,0,16,6.3,15:42,--
Chris Wideman,20222023,MTL,R,D,46,0,6,6,-6,81,0.13,0,4,0,2,0,0,0,0,31,0,13:31,--
Colton White,20222023,ANA,L,D,46,0,6,6,-17,8,0.13,0,6,0,0,0,0,0,0,30,0,14:32,--
David Gustafsson,20222023,WPG,L,C,46,0,6,6,2,6,0.13,0,5,0,0,0,1,0,0,45,0,10:06,49.3
Curtis Lazar,20222023,"VAN,NJD",R,C,49,3,2,5,-6,21,0.1,3,5,0,0,0,0,0,0,55,5.5,11:56,51.5
Anthony Richard,20222023,MTL,L,C,13,3,2,5,2,6,0.38,3,5,0,0,0,0,0,1,13,23.1,9:58,25
Jansen Harkins,20222023,WPG,L,C,22,3,2,5,4,12,0.23,3,5,0,0,0,0,0,0,18,16.7,10:49,22.2
Austin Czarnik,20222023,DET,R,C,29,3,2,5,-4,8,0.17,3,4,0,1,0,0,0,0,27,11.1,11:10,43.1
Rudolfs Balcers,20222023,"FLA,TBL",L,L,17,3,2,5,-1,4,0.29,3,5,0,0,0,0,0,0,24,12.5,10:12,0
Robert Bortuzzo,20222023,STL,R,D,43,2,3,5,9,29,0.12,2,5,0,0,0,0,0,0,30,6.7,12:34,--
Matt Irwin,20222023,WSH,L,D,61,2,3,5,-8,36,0.08,2,5,0,0,0,0,0,0,79,2.5,13:02,--
Kyle Burroughs,20222023,VAN,R,D,48,2,3,5,-4,62,0.1,2,5,0,0,0,0,0,0,47,4.3,17:22,0
Nicholas Robertson,20222023,TOR,L,L,15,2,3,5,2,0,0.33,2,5,0,0,0,0,1,1,27,7.4,10:53,66.7
Zach Bogosian,20222023,TBL,R,D,46,1,4,5,-4,42,0.11,1,5,0,0,0,0,0,0,54,1.9,14:59,100
Tanner Pearson,20222023,VAN,L,L,14,1,4,5,-9,21,0.36,1,4,0,1,0,0,0,0,17,5.9,13:30,38.9
Chad Ruhwedel,20222023,PIT,R,D,47,1,4,5,-4,18,0.11,1,5,0,0,0,0,0,0,36,2.8,14:34,--
Isaak Phillips,20222023,CHI,L,D,16,1,4,5,-10,5,0.31,1,5,0,0,0,0,0,0,16,6.3,15:28,--
Brendan Smith,20222023,NJD,L,D,60,0,5,5,3,63,0.08,0,4,0,0,0,1,0,0,58,0,15:33,--
Patrik Nemeth,20222023,ARI,L,D,75,0,5,5,-7,30,0.07,0,5,0,0,0,0,0,0,62,0,17:46,--
Vincent Desharnais,20222023,EDM,R,D,36,0,5,5,15,31,0.14,0,4,0,0,0,1,0,0,17,0,13:33,--
Alexander Alexeyev,20222023,WSH,L,D,32,0,5,5,-2,4,0.16,0,5,0,0,0,0,0,0,28,0,16:27,--
Ben Meyers,20222023,COL,L,C,39,4,0,4,-6,6,0.1,4,4,0,0,0,0,0,0,33,12.1,9:36,51.3
Alexander Holtz,20222023,NJD,R,R,19,3,1,4,-6,8,0.21,1,2,2,2,0,0,0,0,21,14.3,10:16,--
Zac Dalpe,20222023,FLA,R,C,14,2,2,4,-4,2,0.29,2,4,0,0,0,0,0,0,17,11.8,8:24,59.5
Michael McCarron,20222023,NSH,R,R,32,2,2,4,-3,24,0.13,2,3,0,0,0,1,0,0,39,5.1,10:33,59.4
Tanner Laczynski,20222023,PHI,R,C,32,2,2,4,-5,2,0.13,2,4,0,0,0,0,0,0,23,8.7,9:31,51.6
Matt Luff,20222023,DET,R,R,19,2,2,4,-4,0,0.21,2,4,0,0,0,0,0,0,20,10,9:53,0
Robin Salo,20222023,NYI,L,D,11,2,2,4,1,4,0.36,2,4,0,0,0,0,0,0,9,22.2,11:11,--
Joe Snively,20222023,WSH,L,C,12,2,2,4,3,0,0.33,2,4,0,0,0,0,0,0,16,12.5,12:36,66.7
Fredrik Olofsson,20222023,DAL,L,L,28,1,3,4,0,2,0.14,1,4,0,0,0,0,0,1,34,2.9,10:12,37.5
Jakub Zboril,20222023,BOS,L,D,22,1,3,4,-1,6,0.18,1,4,0,0,0,0,0,1,13,7.7,13:17,--
Dennis Gilbert,20222023,CGY,L,D,23,1,3,4,0,27,0.17,1,4,0,0,0,0,0,1,13,7.7,11:44,--
Givani Smith,20222023,"DET,FLA",L,R,36,1,3,4,-2,72,0.11,1,4,0,0,0,0,0,0,30,3.3,7:00,--
Parker Kelly,20222023,OTT,L,L,55,1,3,4,-9,37,0.07,1,3,0,0,0,1,0,1,59,1.7,10:30,45.5
Ty Smith,20222023,PIT,L,D,9,1,3,4,3,4,0.44,1,1,0,3,0,0,0,0,27,3.7,20:12,--
Tyler Tucker,20222023,STL,L,D,26,1,3,4,-9,31,0.15,1,4,0,0,0,0,0,0,21,4.8,14:39,--
Matt Kiersted,20222023,FLA,L,D,20,1,3,4,4,6,0.2,1,4,0,0,0,0,0,0,14,7.1,9:51,--
Nathan Beaulieu,20222023,ANA,L,D,52,0,4,4,-23,39,0.08,0,4,0,0,0,0,0,0,33,0,15:14,--
Andreas Englund,20222023,"COL,CHI",L,D,47,0,4,4,-1,35,0.09,0,4,0,0,0,0,0,0,31,0,12:07,--
Kale Clague,20222023,BUF,L,D,33,0,4,4,-3,24,0.12,0,4,0,0,0,0,0,0,24,0,15:06,--
Jake Christiansen,20222023,CBJ,L,D,24,0,4,4,-7,4,0.17,0,3,0,1,0,0,0,0,25,0,15:13,--
Egor Zamula,20222023,PHI,L,D,14,0,4,4,0,2,0.29,0,4,0,0,0,0,0,0,8,0,13:23,--
Nick Cicek,20222023,SJS,L,D,16,0,4,4,-7,15,0.25,0,4,0,0,0,0,0,0,3,0,14:25,--
